epoch;accuracy;loss;val_accuracy;val_loss
0;0.9772727489471436;0.04347510635852814;0.9814814925193787;0.08671090006828308
1;0.9909090995788574;0.017817892134189606;0.9629629850387573;0.11661840230226517
2;0.9863636493682861;0.04680025950074196;0.9629629850387573;0.22691909968852997
3;0.9772727489471436;0.04412711039185524;0.9814814925193787;0.11313370615243912
4;0.9909090995788574;0.03944635018706322;0.9814814925193787;0.08764206618070602
